identifier,label_str,label_int
XECDAK,hydrate,3
XECPAZ,cocrystal,2
XECPED,cocrystal,2
XECPIH,cocrystal,2
XECPON,cocrystal,2
XECPUT,solvate,4
XECQAA,solvate,4
XECQEE,salt,1
XECQII,cocrystal,2
XECQOO,cocrystal,2
XECQUU,cocrystal,2
XECRAB,cocrystal,2
XECREF,cocrystal,2
XECROP,cocrystal,2
XECWUB,cocrystal,2
XECXOV,cocrystal,2
XECYOU,hydrate,3
XECZOX,hydrate,3
XEDFEV,cocrystal,2
XEDFIZ,cocrystal,2
XEDNAZ,hydrate,3
XEDQIK,cocrystal,2
XEDQOQ,cocrystal,2
XEDQUW,cocrystal,2
XEDRAD,cocrystal,2
XEDROR,hydrate,3
XEDSEI,cocrystal,2
XEDSIJ,cocrystal,2
XEDSOS,hydrate,3
XEDSUY,cocrystal,2
XEDTAF,cocrystal,2
XEDTEJ,cocrystal,2
XEDTIN,cocrystal,2
XEDVEK,cocrystal,2
XEDWAI,cocrystal,2
XEDWEM,cocrystal,2
XEDXAJ,cocrystal,2
XEDXEN,cocrystal,2
XEDXIR,cocrystal,2
XEDXOX,cocrystal,2
XEDXUD,cocrystal,2
XEDYAK,cocrystal,2
XEFBET,salt,1
XEFCES,salt,1
XEFCEU,salt,1
XEFCIY,salt,1
XEFCOE,salt,1
XEFDEV,salt,1
XEFDIZ,salt,1
XEFDOF,salt,1
XEFDUL,salt,1
XEFFAT,cocrystal,2
XEFNUV,cocrystal,2
XEFTIO,cocrystal,2
XEFTUA,hydrate,3
XEFZIU,solvate,4
XEFZOA,hydrate,3
XEFZUG,solvate,4
XEGBET,cocrystal,2
XEGHAU,hydrate,3
XEGHEW,cocrystal,2
XEGHEY,solvate,4
XEGHIC,salt,1
XEGHOI,salt,1
XEGHUO,solvate,4
XEGJAW,solvate,4
XEGLAW,salt,1
XEGMEB,salt,1
XEGNUS,salt,1
XEGQUX,cocrystal,2
XEGRIL,salt,1
XEGWUB,hydrate,3
XEGZER,salt,1
XEGZIV,hydrate,3
XEHHAU,salt,1
XEHJOJ,salt,1
XEHKAA,cocrystal,2
XEHKAW,hydrate,3
XEHKUR,hydrate,3
XEHMAY,cocrystal,2
XEHNAA,hydrate,3
XEHNOO,salt,1
XEHTOV,salt,1
XEHTOX,cocrystal,2
XEHVAL,cocrystal,2
XEHVIT,cocrystal,2
XEHVUF,cocrystal,2
XEHWAM,cocrystal,2
XEHWEQ,cocrystal,2
XEHWUC,salt,1
XEHWUG,cocrystal,2
XEHXAJ,salt,1
XEJKUS,salt,1
XEJLAD,salt,1
XEJLAZ,salt,1
XEJLON,hydrate,3
XEJLUT,salt,1
XEJMAA,hydrate,3
XEJQEI,cocrystal,2
XEJQIM,cocrystal,2
XEJQOS,cocrystal,2
XEJRIQ,salt,1
XEJWOZ,cocrystal,2
XEJWUF,cocrystal,2
XEJXAM,cocrystal,2
XEJXEQ,cocrystal,2
XEJXIU,cocrystal,2
XEKNIO,salt,1
XEKQUA,salt,1
XEKTAM,hydrate,3
XEKWIX,solvate,4
XEKXAQ,salt,1
XELBEZ,salt,1
XELJED,hydrate,3
XELJEE,salt,1
XELJON,hydrate,3
XELJUT,hydrate,3
XELKEE,salt,1
XELKII,cocrystal,2
XELKOO,cocrystal,2
XELKUU,cocrystal,2
XEMBOI,cocrystal,2
XEMBUO,cocrystal,2
XEMCAV,cocrystal,2
XEMCEZ,cocrystal,2
XEMCIB,hydrate,3
XEMCID,cocrystal,2
XEMCIF,hydrate,3
XEMCOL,salt,1
XEMCUP,cocrystal,2
XEMLOT,salt,1
XEMMAG,hydrate,3
XEMMEI,hydrate,3
XEMMEK,salt,1
XEMMIO,salt,1
XEMMOU,salt,1
XEMMUA,salt,1
XEMPEM,salt,1
XEMRUG,cocrystal,2
XEMSOB,salt,1
XEMWAR,cocrystal,2
XEMXEU,salt,1
XEMYIB,salt,1
XENDON,salt,1
XENFAY,salt,1
XENGAB,cocrystal,2
XENGII,salt,1
XENJAF,cocrystal,2
XENMUA,cocrystal,2
XENQEM,cocrystal,2
XENROY,salt,1
XENTES,hydrate,3
XENXOF,salt,1
XENXUL,hydrate,3
XENYUM,hydrate,3
XEPBIF,cocrystal,2
XEPBOL,cocrystal,2
XEPBUR,cocrystal,2
XEPCAY,cocrystal,2
XEPDAA,salt,1
XEPMAJ,salt,1
XEPMEN,salt,1
XEPMIR,salt,1
XEPMOX,salt,1
XEPMUD,salt,1
XEPNIR,salt,1
XEPNIS,solvate,4
XEPNUD,hydrate,3
XEPRAM,salt,1
XEPREQ,hydrate,3
XEPWOI,solvate,4
XEPWUK,salt,1
XEPZAU,solvate,4
XEQCIH,cocrystal,2
XEQCON,cocrystal,2
XEQCUT,cocrystal,2
XEQDAA,cocrystal,2
XEQDII,cocrystal,2
XEQXEX,solvate,4
XEQXIB,salt,1
XERBUU,cocrystal,2
XERCAB,cocrystal,2
XERCEF,cocrystal,2
XERCIH,salt,1
XERCIJ,cocrystal,2
XERHEH,salt,1
XERMEQ,hydrate,3
XERPET,cocrystal,2
XERPIU,salt,1
XERPIX,cocrystal,2
XERSES,salt,1
XERWEA,salt,1
XERXEB,salt,1
XESPEQ,salt,1
XESPOD,cocrystal,2
XESPUJ,cocrystal,2
XESQIW,salt,1
XESSAQ,cocrystal,2
XESSEU,solvate,4
XESTAQ,salt,1
XESVEW,salt,1
XESXOJ,cocrystal,2
XESZON,hydrate,3
XETHEN,salt,1
XETJUC,cocrystal,2
XETLAK,hydrate,3
XETLEO,cocrystal,2
XETLIS,cocrystal,2
XETSEU,hydrate,3
XETSOF,cocrystal,2
XETSUK,cocrystal,2
XETSUL,cocrystal,2
XETTEW,cocrystal,2
XETWEY,salt,1
XETWIC,salt,1
XETWOI,salt,1
XETYUR,cocrystal,2
XETZAA,salt,1
XETZAY,hydrate,3
XETZIG,cocrystal,2
XETZOM,hydrate,3
XETZON,salt,1
XEVCEG,cocrystal,2
XEVJIS,salt,1
XEVJUE,salt,1
XEWFIP,salt,1
XEWNAP,salt,1
XEWNET,salt,1
XEWSOI,hydrate,3
XEWTEZ,hydrate,3
XEWTIC,cocrystal,2
XEWTOJ,cocrystal,2
XEWTUO,cocrystal,2
XEWVAW,cocrystal,2
XEWWIG,hydrate,3
XEWWOM,solvate,4
XEXCAE,cocrystal,2
XEXCEI,cocrystal,2
XEXFAK,salt,1
XEXFIP,hydrate,3
XEXFOV,hydrate,3
XEXGIQ,salt,1
XEXQUP,solvate,4
XEXRAW,solvate,4
XEXRIE,solvate,4
XEXROK,solvate,4
XEXWAZ,salt,1
XEXWED,salt,1
XEXWIH,salt,1
XEXYEI,hydrate,3
XEXYOS,salt,1
XEXZEF,salt,1
XEYGIS,salt,1
XEYJUJ,salt,1
XEYLEW,salt,1
XEYLUI,cocrystal,2
XEYMAP,cocrystal,2
XEYQIC,cocrystal,2
XEYRUS,salt,1
XEYSAW,salt,1
XEYSEB,salt,1
XEYXOO,salt,1
XEYYIN,salt,1
XEYZUX,hydrate,3
XEZDIQ,cocrystal,2
XEZFUE,salt,1
XEZGEP,salt,1
XEZGOZ,salt,1
XEZHOD,cocrystal,2
XEZHUJ,cocrystal,2
XEZJAR,cocrystal,2
XEZJIZ,cocrystal,2
XEZKUI,cocrystal,2
XEZMEY,salt,1
XEZTUS,salt,1
XIBCAP,salt,1
XIBDIX,salt,1
XIBDOD,hydrate,3
XIBDUJ,salt,1
XIBFAS,salt,1
XIBFIA,salt,1
XIBFUJ,cocrystal,2
XIBGAQ,cocrystal,2
XIBGIB,salt,1
XIBGUL,cocrystal,2
XIBLED,salt,1
XIBNII,cocrystal,2
XIBNOO,cocrystal,2
XIBNUU,cocrystal,2
XIBPAC,cocrystal,2
XIBQUU,cocrystal,2
XIBVEK,salt,1
XIBXEL,salt,1
XIBZOX,salt,1
XIBZUD,salt,1
XIBZUE,salt,1
XIBZUH,salt,1
XICBAQ,salt,1
XICCAR,salt,1
XICDAO,salt,1
XICDES,hydrate,3
XICGUO,cocrystal,2
XICKEA,hydrate,3
XICLEE,salt,1
XICLII,salt,1
XICMUS,salt,1
XICPAE,cocrystal,2
XICPIK,hydrate,3
XICPOQ,salt,1
XICPUW,salt,1
XICQAD,hydrate,3
XICQOR,salt,1
XICRAE,hydrate,3
XICREI,salt,1
XICROS,salt,1
XICSAF,cocrystal,2
XICZAN,solvate,4
XIDDAS,cocrystal,2
XIDGAU,cocrystal,2
XIDJUQ,salt,1
XIDLII,salt,1
XIDLOO,salt,1
XIDLUS,salt,1
XIDQEH,salt,1
XIDQIL,salt,1
XIDTIQ,salt,1
XIDTUD,cocrystal,2
XIDVAL,cocrystal,2
XIDVEL,salt,1
XIDVEP,cocrystal,2
XIDVIT,cocrystal,2
XIDVOZ,cocrystal,2
XIDVUF,cocrystal,2
XIFKIK,salt,1
XIFKUT01,cocrystal,2
XIFNAC01,cocrystal,2
XIFPEI01,salt,1
XIFPIM,salt,1
XIFQEJ,cocrystal,2
XIFRAH,solvate,4
XIFSUB,cocrystal,2
XIGJUW,cocrystal,2
XIGPEL,cocrystal,2
XIGPIP,cocrystal,2
XIGPOV,cocrystal,2
XIGROY,salt,1
XIGSIR,salt,1
XIHNOS,cocrystal,2
XIHPOT,salt,1
XIHREN,salt,1
XIHRIR,salt,1
XIHROX,hydrate,3
XIHRUD,hydrate,3
XIHTAM,salt,1
XIHVAO,salt,1
XIJBIE,salt,1
XIJBOK,salt,1
XIJBUQ,salt,1
XIJHUX,cocrystal,2
XIJJEJ,cocrystal,2
XIJJIN,cocrystal,2
XIJJOT,cocrystal,2
XIJPEO,salt,1
XIJPUB,hydrate,3
XIJXEX,hydrate,3
XIJXIB,hydrate,3
XIJXUN,solvate,4
XIJYEX,cocrystal,2
XIJZAV,salt,1
XIJZID,solvate,4
XIKPIT,cocrystal,2
XIKPOY,cocrystal,2
XIKSAO,salt,1
XIKSOC,salt,1
XIKVUI,salt,1
XILCEC,salt,1
XILSUH,salt,1
XILTAO,hydrate,3
XILVAQ,salt,1
XIMBZA,salt,1
XIMBZB,salt,1
XIMGOT,salt,1
XIMHAG,salt,1
XIMHOT,solvate,4
XIMJIN,salt,1
XIMKIR,salt,1
XIMKUA,salt,1
XIMLAH,salt,1
XIMNOW,cocrystal,2
XINDOQ,hydrate,3
XINFAF,hydrate,3
XINFUZ,cocrystal,2
XINNEN,cocrystal,2
XINREU,salt,1
XINSAO,salt,1
XINSES,salt,1
XINSIW,salt,1
XINWAW,salt,1
XINWIE,salt,1
XIPCIJ,salt,1
XIPCOP,salt,1
XIPCUU,hydrate,3
XIPDIK,solvate,4
XIPNOC,hydrate,3
XIPNUI,cocrystal,2
XIPPAQ,cocrystal,2
XIPRAR,solvate,4
XIPRIZ,salt,1
XIPSEW,cocrystal,2
XIPTOG,cocrystal,2
XIPVAU,cocrystal,2
XIPXEZ,cocrystal,2
XIPZOM,hydrate,3
XIPZUR,cocrystal,2
XIQBAB,hydrate,3
XIQBEF,hydrate,3
XIQFAH,salt,1
XIQFEI,salt,1
XIQFIM,solvate,4
XIQFOS,hydrate,3
XIQHEO,salt,1
XIQJAJ,salt,1
XIQJIR,salt,1
XIQKUG,cocrystal,2
XIQMUG,cocrystal,2
XIQPAS,hydrate,3
XIQTIB,salt,1
XIRCUY,salt,1
XIRKUG,hydrate,3
XIRTIF,hydrate,3
XIRVAZ,cocrystal,2
XIRYEE,salt,1
XIRZAZ,cocrystal,2
XISCOT,salt,1
XISCUZ,cocrystal,2
XISDAG,cocrystal,2
XISDEK,cocrystal,2
XISDUB,cocrystal,2
XISFAJ,cocrystal,2
XISFEN,cocrystal,2
XISLIV,salt,1
XISLOB,salt,1
XISNOF,hydrate,3
XISPAT,salt,1
XISPEX,cocrystal,2
XISPIB,cocrystal,2
XISPOH,cocrystal,2
XISQAV,hydrate,3
XISREX,salt,1
XISRIA,hydrate,3
XISVAX,solvate,4
XISVIF,salt,1
XISVUT,salt,1
XISVUU,salt,1
XISWAA,salt,1
XISWEE,salt,1
XISYOQ,cocrystal,2
XISYUW,cocrystal,2
XISZAD,cocrystal,2
XITBUB,solvate,4
XITCEM,salt,1
XITGIT,salt,1
XITGOZ,salt,1
XITHAN,cocrystal,2
XITKAP,salt,1
XITKET,hydrate,3
XITMEW,cocrystal,2
XITMIA,cocrystal,2
XITMOG,cocrystal,2
XITMUM,cocrystal,2
XITNAT,salt,1
XITPEY,salt,1
XITPUM,salt,1
XITPUN,cocrystal,2
XITREZ,salt,1
XITRID,salt,1
XITROJ,salt,1
XITRUP,salt,1
XITSAW,salt,1
XITSEA,salt,1
XITYEE,cocrystal,2
XITYOO,cocrystal,2
XIVBOV,solvate,4
XIVDAJ,salt,1
XIVFAK,salt,1
XIVFOB,hydrate,3
XIVGUF,solvate,4
XIVHOA,hydrate,3
XIVJET,salt,1
XIVJOD,salt,1
XIVLOD,hydrate,3
XIVMAQ,hydrate,3
XIVRED,cocrystal,2
XIVSIE,cocrystal,2
XIVSIF,solvate,4
XIVTAX,cocrystal,2
XIVZEJ,salt,1
XIWBAI,salt,1
XIWBEM,salt,1
XIWBIQ,salt,1
XIWBOW,salt,1
XIWDAI,cocrystal,2
XIWDEM,solvate,4
XIWDIQ,cocrystal,2
XIWHES,cocrystal,2
XIWJIZ,salt,1
XIWLEU,cocrystal,2
XIWRAZ,salt,1
XIWRUQ,hydrate,3
XIXGEU,cocrystal,2
XIXQUR,salt,1
XIXROM,salt,1
XIXRUS,hydrate,3
XIXSAZ,salt,1
XIXTOQ,cocrystal,2
XIXWIN,salt,1
XIYCIS,solvate,4
XIYCUH,hydrate,3
XIYGUK,cocrystal,2
XIYHIZ,salt,1
XIYJIB,cocrystal,2
XIYJOH,salt,1
XIYNAX,cocrystal,2
XIYSAC,cocrystal,2
XIYSEG,cocrystal,2
XIYSII,salt,1
XIYSIK,hydrate,3
XIYSOQ,cocrystal,2
XIYTEF,salt,1
XIYVOS,cocrystal,2
XIYWEH,salt,1
XIYWIM,cocrystal,2
XIYZEN,hydrate,3
XIZBER,salt,1
XIZBIV,salt,1
XIZCER,cocrystal,2
XIZNOJ,salt,1
XIZPEB,hydrate,3
XIZPEE,salt,1
XIZRUU,salt,1
XIZSOS,cocrystal,2
XIZSUY,solvate,4
XIZZEP,salt,1
XIZZUF,salt,1
XOBCAT,cocrystal,2
XOBCEX,cocrystal,2
XOBCOH,salt,1
XOBCUN,cocrystal,2
XOBFEA,hydrate,3
XOBFIE,hydrate,3
XOBGED,salt,1
XOBGIF,cocrystal,2
XOBGIH,salt,1
XOBGUR,cocrystal,2
XOBHAY,cocrystal,2
XOBHEC,cocrystal,2
XOBHIF,cocrystal,2
XOBMIK,salt,1
XOBMOQ,hydrate,3
XOBROW,cocrystal,2
XOBRUC,cocrystal,2
XOBSOA,cocrystal,2
XOBTAJ,salt,1
XOBVOC,salt,1
XOBWER,salt,1
XOBYAR,hydrate,3
XOCDAY,salt,1
XOCMEK,salt,1
XOCVUK,salt,1
XODCEZ,cocrystal,2
XODCOJ,cocrystal,2
XODDUQ,salt,1
XODFED,salt,1
XODPEN,hydrate,3
XODPIR,cocrystal,2
XODPOX,cocrystal,2
XODRAL,salt,1
XODWAR,cocrystal,2
XODZIC,salt,1
XOFDOO,salt,1
XOFGOR,hydrate,3
XOFHEI,salt,1
XOFYAS,solvate,4
XOGCON,salt,1
XOGDAA,salt,1
XOGDEE,salt,1
XOGDII,cocrystal,2
XOGDOO,cocrystal,2
XOGDUU,hydrate,3
XOGFAC,cocrystal,2
XOGFEG,hydrate,3
XOGFIK,cocrystal,2
XOGFOQ,cocrystal,2
XOGMIR,cocrystal,2
XOGMOX,cocrystal,2
XOGMUD,cocrystal,2
XOGNEN,salt,1
XOGNEO,cocrystal,2
XOGNIS,cocrystal,2
XOGNOY,cocrystal,2
XOGNUE,cocrystal,2
XOGPAM,cocrystal,2
XOGPEQ,cocrystal,2
XOGYEY,cocrystal,2
XOHFIL,salt,1
XOHFOP,salt,1
XOHFOR,salt,1
XOHFUX,salt,1
XOHGAE,salt,1
XOHGEI,salt,1
XOHGIK,salt,1
XOHGIM,salt,1
XOHGOQ,salt,1
XOHGOS,salt,1
XOHGUW,salt,1
XOHGUY,salt,1
XOHHAF,salt,1
XOHHEJ,salt,1
XOHHIL,hydrate,3
XOHHOT,salt,1
XOHHUZ,salt,1
XOHJEL,salt,1
XOHJIP,salt,1
XOHKUC,hydrate,3
XOHLAJ,hydrate,3
XOHLEN,salt,1
XOHLIR,hydrate,3
XOHLOV,cocrystal,2
XOHQAP,salt,1
XOHQOC,salt,1
XOHQUI,salt,1
XOHRAP,salt,1
XOHRET,salt,1
XOHRIX,salt,1
XOHROD,salt,1
XOHRUJ,salt,1
XOHSAQ,salt,1
XOHSEU,salt,1
XOHSIY,salt,1
XOHSOE,salt,1
XOHSUK,salt,1
XOHTAR,salt,1
XOHWAT,salt,1
XOHWAU,cocrystal,2
XOHWEX,cocrystal,2
XOHWIB,cocrystal,2
XOHWOH,cocrystal,2
XOHWUN,cocrystal,2
XOHXAU,cocrystal,2
XOJBIJ,hydrate,3
XOJBUU,salt,1
XOJBUV,salt,1
XOJCAC,salt,1
XOJCEG,salt,1
XOJCIK,salt,1
XOJCOQ,salt,1
XOJCUW,salt,1
XOJDEH,hydrate,3
XOJDIL,hydrate,3
XOJFEJ,salt,1
XOJFUZ,solvate,4
XOJHUB,salt,1
XOJJAJ,hydrate,3
XOJJEN,salt,1
XOJJIR,hydrate,3
XOJJOX,hydrate,3
XOJJUD,salt,1
XOJKAK,hydrate,3
XOJKEO,salt,1
XOJMEQ,salt,1
XOJMIU,salt,1
XOJMOA,hydrate,3
XOJMOZ,cocrystal,2
XOJMUF,cocrystal,2
XOJMUG,hydrate,3
XOJNAM,cocrystal,2
XOJNER,salt,1
XOJNIU,cocrystal,2
XOJNOA,cocrystal,2
XOJNOB,salt,1
XOJNUG,cocrystal,2
XOJPAO,cocrystal,2
XOJPAP,cocrystal,2
XOJPIX,salt,1
XOJPOD,solvate,4
XOJPUJ,hydrate,3
XOJQOE,salt,1
XOJQUK,hydrate,3
XOJRAS,cocrystal,2
XOJRIZ,hydrate,3
XOJSAS,salt,1
XOJSOE,cocrystal,2
XOJSUM,salt,1
XOJTEX,salt,1
XOJTIB,salt,1
XOJTUN,hydrate,3
XOJVEZ,hydrate,3
XOJVUN,hydrate,3
XOJWIE,salt,1
XOJYEC,cocrystal,2
XOJYUS,salt,1
XOJZED,salt,1
XOJZIH,salt,1
XOJZON,salt,1
XOJZUT,hydrate,3
XOKBAC,salt,1
XOKBOO,cocrystal,2
XOKKAK,salt,1
XOKKAL,cocrystal,2
XOKLOB,cocrystal,2
XOKRIA,hydrate,3
XOKROG,hydrate,3
XOKRUM,salt,1
XOKSAR,salt,1
XOKSAT,salt,1
XOKSEV,salt,1
XOKSOH,hydrate,3
XOKSUN,cocrystal,2
XOKTIC,cocrystal,2
XOKTOI,cocrystal,2
XOKTUO,cocrystal,2
XOKVAW,salt,1
XOKVEA,cocrystal,2
XOKVIE,hydrate,3
XOKVOI,cocrystal,2
XOKXEC,hydrate,3
XOLCEG,salt,1
XOLDIO,salt,1
XOLDOU,salt,1
XOLFEL,cocrystal,2
XOLFIP,cocrystal,2
XOLHAJ,hydrate,3
XOLHEN,solvate,4
XOLHIR,hydrate,3
XOLHOW,cocrystal,2
XOLHOX,hydrate,3
XOLHUC,cocrystal,2
XOLHUD,hydrate,3
XOLJAL,solvate,4
XOLJIT,salt,1
XOLJOZ,salt,1
XOLKOA,solvate,4
XOLKUE,salt,1
XOLKUG,solvate,4
XOLLAL,salt,1
XOLLAN,solvate,4
XOLLIT,salt,1
XOLLOZ,salt,1
XOLLUH,solvate,4
XOLRAS,salt,1
XOLYOO,salt,1
XOLYUU,salt,1
XOLZAB,salt,1
XOMCEI,salt,1
XOMDAE,salt,1
XOMDIM,salt,1
XOMHOY,salt,1
XOMLOA,cocrystal,2
XOMPAQ,salt,1
XOMPEU,salt,1
XOMPEW,salt,1
XOMPIA,hydrate,3
XOMPIY,salt,1
XOMPOE,salt,1
XOMPUK,salt,1
XOMQAR,salt,1
XOMQAT,salt,1
XOMZEG,cocrystal,2
XOMZIK,salt,1
XOMZOQ,cocrystal,2
XONBAF,cocrystal,2
XONBEJ,cocrystal,2
XONBIN,cocrystal,2
XONBOT,cocrystal,2
XONBUZ,cocrystal,2
XONCAG,salt,1
XONCIO,cocrystal,2
XONCOU,salt,1
XONCUA,cocrystal,2
XONMAQ,salt,1
XONPOF,cocrystal,2
XONPUN,cocrystal,2
XONQEY,cocrystal,2
XONQIC,cocrystal,2
XONQOI,cocrystal,2
XONSUQ,salt,1
XONZOR,salt,1
XONZUX,salt,1
XOPCUC,salt,1
XOPMIB,hydrate,3
XOPREZ,salt,1
XOPVED,salt,1
XOPVEG,hydrate,3
XOPYEJ,cocrystal,2
XOPYUY,salt,1
XOPYUZ,cocrystal,2
XOPZOU,cocrystal,2
XOQCAJ,salt,1
XOQGOB,solvate,4
XOQRAZ,hydrate,3
XOQYAG,salt,1
XOQYEK,salt,1
XOQYIO,salt,1
XOQZAH,salt,1
XORMUM,cocrystal,2
XORXIM,cocrystal,2
XORZAF,hydrate,3
XOSGET,cocrystal,2
XOSMEY,salt,1
XOSMIC,salt,1
XOSWIN,cocrystal,2
XOTBEP,hydrate,3
XOTBIT,salt,1
XOTGIX,cocrystal,2
XOTPUT,solvate,4
XOTPUU,salt,1
XOTYOV,cocrystal,2
XOTYUB,cocrystal,2
XOVHOH,salt,1
XOVJAT,hydrate,3
XOVLAY,salt,1
XOVLID,solvate,4
XOVLOM,hydrate,3
XOVQEH,salt,1
XOVREH,cocrystal,2
XOVROP,cocrystal,2
XOVSIM,salt,1
XOVSOS,hydrate,3
XOVTIL,salt,1
XOVTUX,salt,1
XOVVAF,salt,1
XOVVEJ,salt,1
XOVVIN,salt,1
XOVVOT,salt,1
XOVWEK,salt,1
XOVWIO,salt,1
XOVWUA,salt,1
XOVXAH,salt,1
XOVXEL,solvate,4
XOVXIP,solvate,4
XOWBUJ,salt,1
XOWKAX,cocrystal,2
XOWKEB,cocrystal,2
XOWKIF,cocrystal,2
XOWKOK,salt,1
XOWNED,salt,1
XOWNIH,salt,1
XOWNON,salt,1
XOWSUZ,salt,1
XOWVEK,hydrate,3
XOWVUD,cocrystal,2
XOWWAK,cocrystal,2
XOWWEO,salt,1
XOXGUM,hydrate,3
XOXHAU,hydrate,3
XOXHEY,cocrystal,2
XOXNUU,hydrate,3
XOXPAC,hydrate,3
XOXPEG,hydrate,3
XOXPIK,salt,1
XOXPOQ,salt,1
XOXQAD,salt,1
XOXQEH,salt,1
XOXQIL,salt,1
XOXQOR,salt,1
XOXQUX,salt,1
XOXRAE,hydrate,3
XOXREI,solvate,4
XOXYEP,salt,1
XOYHEB,cocrystal,2
XOYKEB,cocrystal,2
XOYNAC,salt,1
XOYWAM,cocrystal,2
XOYXEP,salt,1
XOYXOZ,salt,1
XOYXUF,hydrate,3
XOZBAQ,salt,1
XOZGUQ,hydrate,3
XOZJAY,cocrystal,2
XOZJOM,hydrate,3
XOZLEE,salt,1
XOZRIQ,salt,1
XOZRUZ,salt,1
XOZSOV,cocrystal,2
XOZSOX,salt,1
XOZSUB,hydrate,3
XOZSUD,hydrate,3
XOZTAI,hydrate,3
XOZTEM,salt,1
XOZTIQ,salt,1
XOZTOW,salt,1
XOZTUC,salt,1
XOZWAL,salt,1
XPTHYC,cocrystal,2
XUBJIQ,cocrystal,2
XUBJOW,cocrystal,2
XUBKEN,salt,1
XUBKUD,cocrystal,2
XUBSUJ,cocrystal,2
XUBVIA,salt,1
XUBXIC,cocrystal,2
XUCGUA,salt,1
XUCGUX,salt,1
XUCHOU,salt,1
XUDCII,cocrystal,2
XUDCUX,cocrystal,2
XUDDAE,cocrystal,2
XUDFUX,salt,1
XUDGEI,hydrate,3
XUDGOV,hydrate,3
XUDMOZ,salt,1
XUDPAN,cocrystal,2
XUDRIZ,hydrate,3
XUDSEW,hydrate,3
XUDSOG,salt,1
XUDTIB,salt,1
XUDYED,cocrystal,2
XUFJUG,hydrate,3
XUFMAN,cocrystal,2
XUFMUH,hydrate,3
XUFNUK,salt,1
XUGBEJ,salt,1
XUGBIN,hydrate,3
XUGBOT,salt,1
XUGCAG,salt,1
XUGCEK,salt,1
XUGDEL,salt,1
XUGGEN,salt,1
XUGGIR,salt,1
XUGGOX,salt,1
XUGLIU,salt,1
XUGMER,hydrate,3
XUGPAQ,cocrystal,2
XUGPEU,cocrystal,2
XUGPUK,cocrystal,2
XUGROJ,salt,1
XUGWUU,cocrystal,2
XUGXEF,cocrystal,2
XUHBUA,salt,1
XUHCAH,cocrystal,2
XUHCEL,salt,1
XUHDAG,salt,1
XUHDEK,hydrate,3
XUHFAI,cocrystal,2
XUHFIQ,salt,1
XUHFOW,salt,1
XUHGAJ,hydrate,3
XUHGEN,hydrate,3
XUHNUJ,cocrystal,2
XUHYOQ,salt,1
XUHYUW,solvate,4
XUJNAS,salt,1
XUJNOH,salt,1
XUJXAE,hydrate,3
XUJYEH,salt,1
XUKDEM,salt,1
XUKGER,salt,1
XUKGOB,salt,1
XUKGUH,salt,1
XUKJOD,salt,1
XUKNEY,cocrystal,2
XUKSUR,cocrystal,2
XUKZEI,cocrystal,2
XUKZIM,solvate,4
XULCAL,salt,1
XULCEP,salt,1
XULCIT,salt,1
XULCUE,cocrystal,2
XULKOG,cocrystal,2
XULXIN,salt,1
XULYUY,salt,1
XULZUB,salt,1
XUMHEV,salt,1
XUMHIZ,salt,1
XUMHOF,salt,1
XUMHUL,hydrate,3
XUMJUN,cocrystal,2
XUMKAU,salt,1
XUMLUP,salt,1
XUMMAW,salt,1
XUMMEA,salt,1
XUMTAC,hydrate,3
XUNCAL,salt,1
XUNCIV,cocrystal,2
XUNCUE,salt,1
XUNGIW,cocrystal,2
XUNGUI,cocrystal,2
XUNHAP,cocrystal,2
XUNHIX,cocrystal,2
XUNHOD,cocrystal,2
XUNHUJ,cocrystal,2
XUNJAR,cocrystal,2
XUNROQ,cocrystal,2
XUNWOS,salt,1
XUNZEM,salt,1
XUPKUO,salt,1
XUPLAV,salt,1
XUPQAD,salt,1
XUPVIN,salt,1
XUPXOV,cocrystal,2
XUQVIO,salt,1
XUQWOY,salt,1
XUQYEN,salt,1
XURFEW,salt,1
XURJIG,hydrate,3
XURJUR,salt,1
XURNED,cocrystal,2
XURROT,salt,1
XURSUA,cocrystal,2
XURTOT,salt,1
XURTUZ,salt,1
XUSVOZ,cocrystal,2
XUSZER,salt,1
XUTCAQ,hydrate,3
XUTCEU,hydrate,3
XUTPOR,salt,1
XUTWUG,cocrystal,2
XUVBEX,salt,1
XUVFEA,salt,1
XUVGOM,salt,1
XUVLUV,hydrate,3
XUVPIO,cocrystal,2
XUVPOU,salt,1
XUVPUA,cocrystal,2
XUVQIP,cocrystal,2
XUVQOV,cocrystal,2
XUVQUB,cocrystal,2
XUVREM,salt,1
XUVROW,hydrate,3
XUVRUB,salt,1
XUVSAJ,cocrystal,2
XUVSIR,cocrystal,2
XUVSUD,cocrystal,2
XUVTEO,cocrystal,2
XUVTIS,cocrystal,2
XUVTIT,solvate,4
XUVTOY,cocrystal,2
XUVTUE,cocrystal,2
XUVVAM,cocrystal,2
XUVXAN,salt,1
XUVXER,salt,1
XUWFIG,cocrystal,2
XUWFOM,cocrystal,2
XUWGED,salt,1
XUWGON,cocrystal,2
XUWPIO,salt,1
XUWPOU,salt,1
XUWPUA,salt,1
XUWZAT,cocrystal,2
XUXBIE01,salt,1
XUXLAG,cocrystal,2
XUXLUA,cocrystal,2
XUXMEL,cocrystal,2
XUXMIP,cocrystal,2
XUXMUB,cocrystal,2
XUXNUA,solvate,4
